id,Skin Care Clinic,Location,Services,Product,Rep_Name,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Total_Revenue
523,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Megan Vance,11/13/2018,860886800,11/23/2018,79,300,669826.2
524,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Ruth Parsons,11/20/2018,572550618,11/25/2018,90,2000,6060160.26
525,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Brian Baker,11/21/2018,780282342,12/27/2018,86,700,443931.92
526,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Ryan Hughes,11/29/2018,109228837,12/7/2018,90,2000,1364284.95
527,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Alison Vaughan,11/30/2018,865650832,12/31/2018,64,600,341059.29
528,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Joseph Hamilton,12/8/2018,940904176,1/7/2019,89,2000,2154853.89
529,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Nicholas Martin,12/9/2018,263080346,12/14/2018,88,700,19124
530,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Anthony Hudson,12/9/2018,936574876,1/9/2019,89,2000,1415079.33
531,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Leonard Rees,12/9/2018,703693473,1/12/2019,89,2000,4813093.11
532,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Melanie Nash,12/17/2018,367576634,1/5/2019,45,500,27514.17
533,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Julian Duncan,12/18/2018,957553613,1/10/2019,93,280,104628.72
534,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,James Mills,12/19/2018,986442506,1/1/2019,77,500,1874544.1
535,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Olivia Rutherford,12/19/2018,450268065,1/4/2019,77,500,654331.7
536,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Trevor Hemmings,12/24/2018,118598544,1/19/2019,78,900,739488
537,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Colin Hart,12/26/2018,989119565,1/6/2019,67,1200,62396.75
538,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Elizabeth Clark,12/29/2018,734945714,2/12/2019,64,700,1435694.72
539,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Robert Howard,1/10/2019,468532407,2/11/2019,89,2000,5350169.62
540,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Anne Hill,1/10/2019,952714908,2/25/2019,78,900,1289020.02
541,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Emma May,1/11/2019,509819114,2/23/2019,78,900,871979.6
542,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Anna Churchill,1/16/2019,858020055,1/17/2019,79,300,924024.48
543,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Madeleine Roberts,1/19/2019,277568137,2/7/2019,93,280,3136752.15
544,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Emily Grant,1/21/2019,306220996,1/30/2019,78,900,993995.12
545,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Anna Roberts,1/24/2019,236911857,2/25/2019,64,700,1617964.64
546,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,Illumina,Angela Welch,1/28/2019,564646470,3/16/2019,45,500,2733.69
547,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Liam Lee,1/29/2019,371123158,2/9/2019,89,2000,1633920.15
548,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Caroline Payne,2/2/2019,979165780,2/10/2019,89,2000,3756179.28
549,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Steven Dowd,2/2/2019,241281497,3/3/2019,78,900,1450012.72
550,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Mary Morrison,2/4/2019,816696012,2/16/2019,89,2000,4788347.13
551,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Justin Reid,2/9/2019,580823838,3/21/2019,79,300,1149842.88
552,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Amy Miller,2/10/2019,713696610,3/28/2019,77,500,1551389.4
553,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Thomas Mathis,2/10/2019,539065062,3/10/2019,89,2000,124298.22
554,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Theresa Howard,2/12/2019,133362710,3/23/2019,77,500,790710.8
555,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Anna Cornish,2/16/2019,469283854,2/16/2019,79,300,57370.08
556,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Jacob Langdon,2/21/2019,270723140,3/9/2019,77,500,380133.6
557,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Warren Jones,2/23/2019,160127294,3/23/2019,64,700,1041287.12
558,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Alison McLean,2/24/2019,621442782,4/14/2019,89,2000,5068159.68
559,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Alison Walker,2/25/2019,448621833,3/3/2019,87,300,2634130
560,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Amanda Metcalfe,2/27/2019,317323625,3/24/2019,77,500,404611.9
561,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Jessica Lyman,2/27/2019,377502095,3/3/2019,67,1200,5409.3
562,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Victoria Ogden,3/2/2019,761439931,3/28/2019,77,500,1203550.7
563,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Max Tucker,3/4/2019,251753699,3/24/2019,79,300,1276942.02
564,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Lillian Slater,3/8/2019,167882096,3/31/2019,89,2000,5794466.58
565,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,John Graham,3/10/2019,844997823,4/26/2019,88,700,271888.64
566,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Lucas McLean,3/12/2019,418593108,3/25/2019,87,300,4309917.6
567,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Lily Anderson,3/27/2019,964214932,3/31/2019,77,500,304436
568,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Sophie Black,3/28/2019,386163699,4/19/2019,93,280,1381689.75
569,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,AhaGlow-Skin Repair Gel,Julia Sutherland,3/30/2019,805484378,5/1/2019,64,700,89400.06
570,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,AhaGlow-Skin Repair Gel,Neil Ferguson,3/30/2019,346215522,5/4/2019,64,700,16056.93
571,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Lauren Bower,3/31/2019,406275975,5/10/2019,96,700,540280.32
572,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Theresa Parsons,4/2/2019,985665738,5/19/2019,96,700,1010840
573,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Piers Graham,4/5/2019,290878760,4/7/2019,87,300,2773596.8
574,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Cameron Powell,4/5/2019,850038230,4/21/2019,89,2000,2711171.39
575,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Thomas Hill,4/8/2019,294499957,4/8/2019,64,700,2026157.36
576,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Jake Bell,4/10/2019,331457364,4/23/2019,89,2000,2977142.85
577,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Keith Graham,4/10/2019,811546599,5/8/2019,77,500,725709.6
578,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Rachel Vance,4/17/2019,192721068,5/20/2019,89,2000,6216247.54
579,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Stephanie Burgess,4/17/2019,568944442,4/24/2019,96,700,235826.24
580,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Wanda Walsh,4/18/2019,668599021,5/12/2019,89,2000,1408567.23
581,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Owen Randall,4/18/2019,506365287,5/16/2019,87,300,1572171.2
582,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Mary Sanderson,4/19/2019,668362987,5/13/2019,89,2000,1547045.05
583,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Joe Dowd,4/23/2019,270611131,5/24/2019,67,1200,412909.9
584,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Jan Vaughan,4/26/2019,224287021,5/17/2019,64,700,93943.04
585,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Connor Turner,4/28/2019,778763139,5/9/2019,78,900,334772.38
586,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Gordon Jones,5/5/2019,340827071,6/5/2019,93,280,3020310.51
587,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Lily Allan,5/7/2019,219762027,5/28/2019,64,600,108047.06
588,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Diane Bond,5/9/2019,452171361,5/27/2019,87,300,2802014.8
589,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Andrea Poole,5/10/2019,641129338,5/14/2019,64,700,835531.44
590,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Owen Vance,5/13/2019,251800048,5/22/2019,93,280,879640.65
591,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Stewart Forsyth,5/16/2019,479880082,5/23/2019,64,700,1540614.8
592,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Joshua Alsop,5/19/2019,647663629,5/20/2019,78,900,1065324.9
593,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Evan Fisher,5/19/2019,285884702,6/10/2019,67,1200,402897.95
594,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Claire Mackay,5/20/2019,350274455,6/14/2019,89,2000,1855948.5
595,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Joanne Mathis,5/21/2019,133766114,6/12/2019,85,2000,2097547.41
596,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Gavin Randall,5/25/2019,739998137,7/9/2019,78,900,115236.88
597,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Gordon Quinn,6/1/2019,603426492,6/15/2019,78,900,949471.78
598,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Richard Bell,6/2/2019,443121373,6/19/2019,78,900,1281162.96
599,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Cera-Oat Soap,Jason Dyer,6/11/2019,277070748,7/2/2019,79,300,37534.68
600,Skin Care Clinic,"Pura, Tarlac",Cauteri Warts Removal,Ketoconazole,Adam Clarkson,6/25/2019,444540584,8/2/2019,85,2000,5399833.32
601,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Eric Coleman,6/26/2019,727131259,8/9/2019,78,900,485751.18
602,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Jane Clarkson,6/27/2019,535654580,7/29/2019,85,2000,617998.29
603,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Jasmine Langdon,6/28/2019,543723094,7/2/2019,67,600,702959.73
604,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Jasmine Parsons,7/3/2019,744370782,7/14/2019,78,900,725776.66
605,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Dylan Roberts,7/7/2019,560608565,8/24/2019,85,2000,3508068.27
606,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Dylan Newman,7/8/2019,360945355,8/16/2019,64,700,154954.96
607,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Deirdre Marshall,7/8/2019,641489398,7/28/2019,78,900,1513331.38
608,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Gordon Mitchell,7/13/2019,370116364,8/17/2019,85,2000,688440.96
609,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Rebecca Bond,7/13/2019,941909682,8/1/2019,77,500,177107.7
610,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Rebecca Mackay,7/15/2019,386371409,7/19/2019,93,280,2000180.49
611,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Carol Peters,7/15/2019,974655807,7/23/2019,87,300,510212.4
612,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Natalie Graham,7/20/2019,680533778,7/25/2019,64,700,1001463.44
613,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Simon Rampling,7/20/2019,281561410,8/2/2019,87,300,3992947.6
614,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,AhaGlow-Skin Repair Gel,Eric Quinn,7/22/2019,673803794,7/29/2019,64,700,22121.43
615,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Adam Ross,7/26/2019,812344396,8/30/2019,67,1200,456184.3
616,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Carl Young,7/27/2019,751929891,8/1/2019,74,900,249423.14
617,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Lily Gill,7/29/2019,389678895,8/24/2019,93,280,1476193.11
618,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Peter Buckland,7/30/2019,133812463,8/9/2019,77,500,1426735.2
619,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Evan Ross,7/30/2019,431083619,8/10/2019,67,600,496673.21
620,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Edward Blake,8/4/2019,633895957,8/22/2019,74,900,424435.3
621,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Owen Johnston,8/5/2019,180412948,8/24/2019,77,500,1451213.5
622,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Ella Short,8/5/2019,502715766,8/17/2019,67,600,295944.33
623,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Isaac Dowd,8/5/2019,554707705,9/19/2019,67,1200,436160.4
624,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Lillian Abraham,8/9/2019,647278249,9/16/2019,96,700,313961.44
625,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Ian Parr,8/10/2019,298015153,8/14/2019,67,1200,387239.45
626,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Lauren Ogden,8/10/2019,175257527,9/25/2019,93,280,612584.28
627,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Stephen Parr,8/11/2019,798688733,9/18/2019,64,700,2195408
628,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Deirdre Edmunds,8/11/2019,461823451,9/4/2019,74,900,412418.62
629,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Jonathan Sharp,8/15/2019,781253516,9/1/2019,85,2000,6101973.37
630,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sebastian Taylor,8/17/2019,315254676,9/8/2019,67,1200,461166.55
631,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Jack Dowd,8/17/2019,622758996,10/1/2019,93,280,2987403.09
632,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Ian Dowd,8/18/2019,753585135,9/13/2019,77,500,296825.1
633,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Tracey Newman,8/21/2019,308170640,10/10/2019,64,700,866675.6
634,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Harry James,8/21/2019,106578814,10/2/2019,74,900,1216149.64
635,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Katherine Bower,8/24/2019,947620856,9/3/2019,93,280,389826.36
636,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Harry White,8/24/2019,496656548,9/29/2019,74,900,86889.84
637,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Jennifer Reid,8/25/2019,498585164,9/29/2019,85,2000,858726.95
638,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Oliver MacDonald,8/28/2019,367050921,8/31/2019,85,2000,1125887.82
639,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Cauteri Warts Removal,AhaGlow-Skin Repair Gel,Edward Lyman,8/30/2019,933924853,9/13/2019,64,700,74388.09
640,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Jonathan Marshall,9/3/2019,775076282,9/19/2019,77,500,236555
641,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Edward Powell,9/6/2019,749690568,10/26/2019,67,1200,424867.3
642,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Jan Dyer,9/8/2019,821912801,10/3/2019,96,700,122065.76
643,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Faith Kerr,9/8/2019,275269162,9/15/2019,67,1200,337701.65
644,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Stewart Blake,9/11/2019,337022197,9/22/2019,67,1200,57509.4
645,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Amy Hudson,9/14/2019,494454562,9/22/2019,85,2000,5979679.96
646,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Rachel McGrath,9/18/2019,749258840,11/5/2019,96,700,130698.88
647,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Phil Wright,9/21/2019,738199555,9/21/2019,64,700,2171922.24
648,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Tim Gray,9/24/2019,382206475,10/13/2019,85,2000,1461315.24
649,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Boris Murray,9/24/2019,459112060,10/12/2019,85,2000,205782.36
650,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Gavin Stewart,10/2/2019,642442548,11/2/2019,87,300,822373.2
651,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Sue James,10/5/2019,903740775,10/23/2019,64,700,54421.89
652,Skin Care Clinic,"Pinasling, Gerona, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Oliver Clark,10/8/2019,217140328,10/30/2019,64,700,51342.99
653,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Amanda Robertson,10/11/2019,482649838,11/13/2019,64,700,1446927.04
654,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Sean Stewart,10/14/2019,625283706,10/23/2019,67,1200,199242.55
655,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Sunscreen SPF 150,Lauren Marshall,10/18/2019,686800706,10/31/2019,87,300,3692591.2
656,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Samantha Clark,10/19/2019,410231912,10/24/2019,85,2000,3738302.38
657,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Michael Skinner,10/21/2019,116699969,11/18/2019,74,900,457404.14
658,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Dylan Manning,10/21/2019,110442054,11/20/2019,77,500,228944.1
659,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Peter Pullman,10/22/2019,683927953,11/4/2019,67,1200,395448.3
660,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Deirdre Jackson,10/23/2019,581990706,11/15/2019,67,1200,134663.1
661,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Owen Tucker,10/23/2019,141259562,11/11/2019,67,1200,33120.1
662,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Sean Tucker,10/23/2019,970611894,11/10/2019,99,500,1959967.6
663,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,David Baker,10/27/2019,125870978,11/20/2019,99,500,3005312.8
664,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Keith Hughes,10/31/2019,723680436,12/20/2019,85,2000,301803.24
665,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Keith Duncan,11/3/2019,723090350,11/27/2019,64,700,1878350.24
666,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Jane Arnold,11/13/2019,270001733,1/1/2020,99,500,3658489.6
667,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Dorothy Marshall,11/16/2019,653939568,12/6/2019,74,900,632416.3
668,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Piers MacLeod,11/24/2019,683458888,12/28/2019,77,500,1959909.6
669,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,William Randall,11/28/2019,219034612,12/10/2019,93,280,2558340.96
670,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Jonathan Lee,11/28/2019,372845780,12/9/2019,93,280,931111.23
671,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Elizabeth Stewart,12/1/2019,532324779,1/3/2020,67,1200,265055.7
672,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Christopher Bell,12/2/2019,351317298,1/14/2020,85,2000,221241
673,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Diana Bond,12/4/2019,515007579,1/11/2020,67,1200,49442.9
674,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Lauren Ince,12/6/2019,275632226,1/18/2020,67,1200,216182.2
675,Skin Care Clinic,"Paniqui, Tarlac",Skin Peeling,AhaGlow-Skin Repair Gel,Carolyn Parr,12/11/2019,700620734,1/5/2020,64,700,2067512.72
676,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Ketoconazole,Edward Hardacre,12/11/2019,875370299,12/28/2019,85,2000,57827.82
677,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Charles Rees,12/16/2019,971916091,1/19/2020,93,280,178881.36
678,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Sue Russell,12/18/2019,807281672,1/26/2020,93,280,607943.49
679,Skin Care Clinic,"Gerona, Tarlac",Cauteri Warts Removal,Prolab,Simon Paterson,12/20/2019,376547658,12/26/2019,67,1200,364178.75
680,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Isaac Grant,12/22/2019,511349046,1/2/2020,85,2000,5470815.21
681,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Rose Howard,12/22/2019,480177485,2/7/2020,93,280,1705701.27
682,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Gabrielle Cameron,12/23/2019,436372077,1/3/2020,85,2000,701683.5
683,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,David Bailey,12/30/2019,873522365,1/13/2020,55,500,1545064.8
684,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Lucas Hodges,12/31/2019,864981782,2/11/2020,67,600,505581.78
685,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Jack McGrath,1/1/2020,276225316,2/9/2020,74,900,9859.84
686,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Isaac Bower,1/3/2020,573378455,1/17/2020,93,280,1806111.09
687,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Bella Forsyth,1/3/2020,675079667,1/7/2020,96,700,1085150.4
688,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,Jasmine Pullman,1/13/2020,677284657,1/15/2020,77,500,501085.2
689,Skin Care Clinic,"San Roque, Tarlac",Diamond Peel,Vitamin E Cream,Diane Duncan,1/14/2020,980459678,2/9/2020,96,700,946474.08
690,Skin Care Clinic,"Moncada, Tarlac",Laser Hair Removal,Demace Skincare,Vanessa Randall,1/21/2020,889740073,1/26/2020,55,500,1186998
691,Skin Care Clinic,"San Jose, Tarlac",Skin Peeling,Provamed Gluta,Irene May,1/21/2020,960269725,2/22/2020,93,280,1690091.34
692,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,Oat Milk Soap,David Wilkins,1/23/2020,138867890,2/22/2020,77,500,606815
693,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Faith Scott,1/26/2020,743053281,2/23/2020,74,900,744571.98
694,Skin Care Clinic,"Pura, Tarlac",Laser Hair Removal,Ketoconazole,Lisa Thomson,1/28/2020,299921452,2/23/2020,85,2000,1522319.06
695,Skin Care Clinic,"Tarlac, Tarlac",Diamond Peel,D' Klenz Bar,Justin Scott,1/29/2020,266467225,3/7/2020,74,900,374057.68
696,Skin Care Clinic,"Maliwalo, Tarlac",Diamond Peel,Vape Pure Cee 15%,Amelia Vaughan,2/3/2020,841291654,3/20/2020,67,600,470029.23
